full_name,race,gender,age,job_title,state,city,zip_code,Salary,,,,,,
Wilek Thoms,Asian,Male,60,Sales Associate,New York,New York City,10110,"$278,105.32 ",,,,,,
Mada Fillan,White,Female,37,Human Resources,New York,New York City,10170,"$96,970.05 ",,,,,,
Nichole Aspenlon,White,Male,52,Data Coordiator,New York,Bronx,10469,"$131,218.08 ",,,,,,
Samaria Potte,White,Female,70,Media Manager,New York,Syracuse,13205,"$185,231.58 ",,,,,,
Jillayne Gori,White,Female,30,Executive Assistant,New York,Albany,12227,"$104,242.86 ",,,,,,
Doria Doornbos,White,Female,70,Compensation Analyst,New York,Albany,12247,"$207,290.39 ",,,,,,
Nicko Olney,White,Male,55,Editor,New York,New York City,10099,"$30,058.44 ",,,,,,
Evvy Jorczyk,Hispanic,Female,53,Internal Auditor,New York,Staten Island,10310,"$136,087.54 ",,,,,,
Denver Ginnelly,Other,Male,32,Marketing Assistant,New York,New York City,10175,"$129,786.37 ",,,,,,
Samuele Sturmey,Hispanic,Male,52,Tax Accountant,New York,New York City,10270,"$237,416.58 ",,,,,,
Ezra Witling,Hispanic,Male,23,Internal Auditor,New York,Brooklyn,11241,"$129,333.35 ",,,,,,
Letisha Pattison,White,Female,52,Recruiting Manager,New York,Elmira,14905,"$298,554.23 ",,,,,,
Way Dinnington,White,Male,50,Web Designer,New York,Syracuse,13210,"$277,826.72 ",,,,,,
Remy Threadgill,Black,Female,36,VP Quality Control,New York,Buffalo,14205,"$86,938.63 ",,,,,,
Alain Joly,Black,Male,29,Account Executive,New York,Buffalo,14225,"$201,990.17 ",,,,,,
Willamina Wandrich,White,Female,20,Mechanical Engineer,New York,Buffalo,14233,"$275,743.98 ",,,,,,
Jolynn Quaife,Asian,Female,24,Senior Cost Accountant,New York,Albany,12242,"$69,834.14 ",,,,,,
Marianna Pigram,Hispanic,Female,21,Operator,New York,Utica,13505,"$161,832.02 ",,,,,,
Jock Tyson,White,Male,67,Statistician,New York,New York City,10079,"$298,606.90 ",,,,,,
Dehlia Presho,White,Female,46,Automation Specialist,New York,Yonkers,10705,"$164,864.43 ",,,,,,
Maris Tellenbach,White,Female,50,Librarian,New York,New York City,10292,"$166,186.94 ",,,,,,
Erhart Zannolli,Hispanic,Male,57,VP Product Management,New York,Rochester,14609,"$53,756.32 ",,,,,,
Oliviero Verrill,Hispanic,Male,62,Mechanical Engineer,New York,Buffalo,14276,"$199,177.07 ",,,,,,
Marysa Simonou,White,Female,62,Executive Assistant,New York,New York City,10155,"$73,105.63 ",,,,,,
Clemmie Della Scala,Hispanic,Male,36,Marketing Assistant,New York,Jamaica,11447,"$49,192.14 ",,,,,,
Ailbert Pimblotte,Black,Male,23,Assistant Manager,New York,Albany,12247,"$153,924.15 ",,,,,,
Lotte Leverson,White,Female,63,Mechanical Engineer,New York,New Hyde Park,11044,"$213,896.74 ",,,,,,
Lewiss Cattemull,White,Male,28,Data Analyst,New York,Jamaica,11436,"$164,509.00 ",,,,,,
Hart Kilty,White,Male,30,Tax Accountant,New York,Brooklyn,11210,"$30,082.29 ",,,,,,
Clara Beiderbeck,White,Female,38,Senior Developer,New York,Brooklyn,11215,"$297,437.11 ",,,,,,
Elinor Bridywater,White,Female,57,Research Nurse,New York,Brooklyn,11247,"$245,506.17 ",,,,,,
Thaddus McSperron,White,Male,55,Design Engineer,New York,New York City,10270,"$214,427.93 ",,,,,,
Robinet Baylis,White,Female,44,Social Worker,New York,Albany,12210,"$30,499.89 ",,,,,,
Mischa Carp,White,Male,43,Accountant,New York,Rochester,14652,"$173,657.41 ",,,,,,
Kevyn Hrishchenko,White,Female,61,Speech Pathologist,New York,Brooklyn,11215,"$130,973.50 ",,,,,,
Arlena Crier,White,Female,55,Community Outreach Specialist,New York,Albany,12205,"$148,544.65 ",,,,,,
Gerta Ley,Hispanic,Female,54,Librarian,New York,Albany,12210,"$143,146.99 ",,,,,,
Zane Linde,White,Male,38,Technical Writer,New York,Rochester,14646,"$48,403.63 ",,,,,,
Haily Cockitt,White,Male,41,Technical Writer,New York,Brooklyn,11205,"$152,850.54 ",,,,,,
Bailey Southernwood,Hispanic,Male,54,Internal Auditor,New York,New York City,10203,"$293,287.50 ",,,,,,
Wallas Bahde,Black,Male,66,Statistician,New York,Syracuse,13224,"$290,161.35 ",,,,,,
Ludovika Valintine,White,Female,40,Social Worker,New York,New York City,10029,"$233,606.39 ",,,,,,
Remus Dodsworth,White,Male,18,Data Analyst,New York,Rochester,14619,"$177,703.92 ",,,,,,
Clementia Penwright,Black,Female,21,Office Assistant,New York,Brooklyn,11215,"$182,009.44 ",,,,,,
Josie Cissen,Black,Female,70,Payment Adjustment Coordinator,New York,Albany,12205,"$45,837.17 ",,,,,,
Hugh Dosdill,White,Male,21,Web Designer,New York,Buffalo,14263,"$208,725.94 ",,,,,,
Raine Millar,White,Female,60,Compensation Analyst,New York,Buffalo,14225,"$115,891.35 ",,,,,,
Aubrette Rodgerson,Asian,Female,19,Senior Editor,New York,Bronx,10464,"$229,286.27 ",,,,,,
Shay Chander,White,Female,53,Quality Control Specialist,New York,Syracuse,13251,"$153,510.14 ",,,,,,
Baryram Penvarne,White,Male,40,Compensation Analyst,New York,Brooklyn,11231,"$253,600.80 ",,,,,,
Shayne Whetnall,White,Male,67,Account Coordinator,New York,Jamaica,11480,"$28,579.84 ",,,,,,
Holly-anne Crosfield,Asian,Female,59,Help Desk Operator,New York,Albany,12262,"$80,317.94 ",,,,,,
Cobb Ivel,White,Male,39,Operator,New York,Jamaica,11431,"$125,448.00 ",,,,,,
Delcine Garfield,White,Female,51,Environmental Tech,New York,Jamaica,11480,"$249,493.13 ",,,,,,
Tove Carnson,Hispanic,Female,66,Media Manager,New York,New York City,10249,"$281,196.17 ",,,,,,
Devon Baert,White,Female,44,Data Analyst,New York,New York City,10275,"$212,008.38 ",,,,,,
Tarrance Volks,White,Male,40,Design Engineer,New York,Elmira,14905,"$143,556.14 ",,,,,,
Zachary Clemits,White,Male,47,Data Analyst,New York,New York City,10120,"$231,267.87 ",,,,,,
Roddie Kenvin,Hispanic,Male,27,VP Quality Control,New York,Rochester,14624,"$175,072.55 ",,,,,,
Helaina Pauwel,Black,Female,31,VP Quality Control,New York,Buffalo,14276,"$253,698.41 ",,,,,,
Griz Dregan,White,Male,63,Research Assistant,New York,Bronx,10454,"$34,956.22 ",,,,,,
Hilliard Cruwys,White,Male,58,Sales Representative,New York,New York City,10014,"$86,975.87 ",,,,,,
Susi Bernardotti,Hispanic,Female,20,Design Engineer,New York,New York City,10165,"$222,946.45 ",,,,,,
Dedra Durgan,White,Female,65,Design Engineer,New York,Elmira,14905,"$80,249.44 ",,,,,,
Matthias Louth,White,Male,53,Junior Executive,New York,Bronx,10469,"$59,426.61 ",,,,,,
Marshall Tretwell,Asian,Male,28,Legal Assistant,New York,New York City,10131,"$126,742.25 ",,,,,,
Sauncho Renehan,Hispanic,Male,26,Legal Assistant,New York,New York City,10131,"$226,100.47 ",,,,,,
Gerianna Miquelet,Hispanic,Female,59,Compensation Analyst,New York,New York City,10090,"$181,602.50 ",,,,,,
Perice Oley,White,Male,49,Data Analyst,New York,Albany,12242,"$293,262.92 ",,,,,,
Waylen Grummitt,Hispanic,Male,51,Technical Writer,New York,Jamaica,11407,"$183,361.24 ",,,,,,
Melamie Dowse,White,Female,40,Software Consultant,New York,Albany,12222,"$43,714.59 ",,,,,,
Oralee Boggish,White,Female,48,Design Engineer,New York,New York City,10120,"$191,663.99 ",,,,,,
Herby Perkis,White,Male,44,Speech Pathologist,New York,Albany,12242,"$84,548.48 ",,,,,,
Norah Jesse,Hispanic,Female,22,Design Engineer,New York,Brooklyn,11241,"$274,750.10 ",,,,,,
Arlena Etches,Asian,Female,56,Marketing Assistant,New York,New York City,10014,"$222,232.26 ",,,,,,
Harriett Dancy,White,Female,39,Environmental Specialist,New York,Jamaica,11470,"$175,089.21 ",,,,,,
Sissy Hugonin,Black,Female,24,Design Engineer,New York,New York City,10039,"$181,587.22 ",,,,,,
Georgianne Strewthers,Asian,Female,49,Research Nurse,New York,Buffalo,14276,"$278,357.90 ",,,,,,
Fae Grene,Hispanic,Female,42,Design Engineer,New York,New York City,10045,"$107,035.04 ",,,,,,
Shem Blamires,Hispanic,Male,49,Automation Specialist,New York,Bronx,10454,"$244,283.31 ",,,,,,
Rem Labdon,White,Male,32,Data Coordiator,New York,Bronx,10454,"$108,565.61 ",,,,,,
Evaleen Hallstone,White,Female,44,Senior Cost Accountant,New York,Utica,13505,"$133,678.63 ",,,,,,
Flori Caswill,White,Female,54,Cost Accountant,New York,White Plains,10633,"$60,200.21 ",,,,,,
Marcellina Pavlenko,White,Female,48,Research Assistant,New York,Albany,12222,"$116,773.24 ",,,,,,
Gunilla Van Dalen,White,Female,62,Design Engineer,New York,Rochester,14609,"$40,794.23 ",,,,,,
Preston Gheraldi,Black,Male,57,Financial Analyst,New York,Jamaica,11499,"$281,195.34 ",,,,,,
Perice Towne,White,Male,25,Desktop Support Technician,New York,Buffalo,14220,"$182,178.13 ",,,,,,
Bealle Deeny,White,Male,39,Research Assistant,New York,New York City,10060,"$275,811.47 ",,,,,,
Jon Henrie,White,Male,47,Community Outreach Specialist,New York,Mount Vernon,10557,"$268,971.28 ",,,,,,
Hazel Scolland,White,Female,53,Internal Auditor,New York,Buffalo,14233,"$235,510.57 ",,,,,,
Rafe Chaffin,White,Male,51,Teacher,New York,New York City,10039,"$251,032.76 ",,,,,,
Ryon Edgcumbe,White,Male,63,Design Engineer,New York,New York City,10203,"$224,701.44 ",,,,,,
Conni MacAughtrie,Asian,Female,42,Compensation Analyst,New York,Rochester,14639,"$202,180.61 ",,,,,,
Errick Beetlestone,Hispanic,Male,29,Software Consultant,New York,New York City,10175,"$212,753.57 ",,,,,,
West Cocklie,Hispanic,Male,39,Senior Cost Accountant,New York,Albany,12205,"$298,431.67 ",,,,,,
Ahmad Sima,Hispanic,Male,67,Data Coordiator,New York,New York City,10184,"$265,396.82 ",,,,,,
Torey Colegate,White,Male,35,Professor,New York,Bronx,10469,"$211,962.96 ",,,,,,
Elke Hammerstone,Asian,Female,53,Librarian,New York,Rochester,14604,"$85,429.57 ",,,,,,
Irene Toyer,White,Female,49,Data Analyst,New York,Albany,12205,"$233,872.93 ",,,,,,
Any Cornick,White,Male,31,Automation Specialist,New York,Schenectady,12305,"$116,446.56 ",,,,,,
Maiga Tettley,White,Female,50,Senior Sales Associate,New York,Albany,12262,"$155,218.81 ",,,,,,
Eduard Eddison,White,Male,60,Automation Specialist,New York,White Plains,10606,"$252,576.82 ",,,,,,
Dwight Loughead,Black,Male,28,Sales Representative,New York,New York City,10131,"$248,108.70 ",,,,,,
Dollie Moxstead,Black,Female,46,Associate Professor,New York,Rochester,14604,"$254,852.87 ",,,,,,
Byrann Manion,Hispanic,Male,51,Design Engineer,New York,Buffalo,14220,"$117,085.23 ",,,,,,
Tadeo Fasse,Hispanic,Male,22,Pharmacist,New York,Port Washington,11054,"$217,485.07 ",,,,,,
Bibi Jeduch,White,Female,22,Environmental Specialist,New York,Buffalo,14263,"$165,484.81 ",,,,,,
Rene Megainey,White,Male,53,Research Associate,New York,Albany,12255,"$89,206.38 ",,,,,,
De witt Grix,White,Male,58,Research Associate,New York,Albany,12222,"$215,747.74 ",,,,,,
Ezequiel Date,White,Male,20,Executive Secretary,New York,Jamaica,11447,"$99,573.17 ",,,,,,
Guilbert Iannelli,White,Male,42,Administrative Officer,New York,Jamaica,11480,"$114,167.84 ",,,,,,
Faye Tinn,White,Female,25,Staff Scientist,New York,Staten Island,10310,"$50,538.09 ",,,,,,
Shoshana Goundsy,White,Female,32,Data Coordiator,New York,Albany,12232,"$38,657.93 ",,,,,,
Germain Prandoni,White,Male,48,Executive Assistant,New York,Rochester,14609,"$198,512.96 ",,,,,,
Fionna Langlais,White,Female,34,Design Engineer,New York,New York City,10045,"$48,505.56 ",,,,,,
Toby Fransman,American Indian & Alaska Native,Female,64,VP Product Management,New York,Great Neck,11024,"$223,992.56 ",,,,,,
Allison Milne,Black,Female,42,Data Analyst,New York,Syracuse,13205,"$27,732.07 ",,,,,,
Gertrudis Tomkin,White,Female,34,Safety Technician,New York,Jamaica,11436,"$79,228.10 ",,,,,,
Rhys Muggeridge,White,Male,36,Information Systems Manager,New York,Jamaica,11407,"$235,179.97 ",,,,,,
Tami Aynold,White,Female,62,Desktop Support Technician,New York,New York City,10110,"$253,902.07 ",,,,,,
Robbi Reah,White,Female,42,Quality Control Specialist,New York,New York City,10125,"$285,058.71 ",,,,,,
Barron Barense,White,Male,65,Research Associate,New York,Bronx,10469,"$250,169.25 ",,,,,,
Keith Ingleson,White,Male,67,Recruiting Manager,New York,Albany,12210,"$32,262.15 ",,,,,,
Aurilia Cudihy,White,Female,40,Compensation Analyst,New York,Syracuse,13224,"$227,827.43 ",,,,,,
Coreen Renac,Hispanic,Female,46,Help Desk Technician,New York,Buffalo,14215,"$257,130.45 ",,,,,,
Patrice Rowledge,White,Female,24,Cost Accountant,New York,Bronx,10454,"$296,241.37 ",,,,,,
El Dabel,White,Male,50,Registered Nurse,New York,Flushing,11388,"$137,593.16 ",,,,,,
Rutter Kimbrey,White,Male,60,Senior Cost Accountant,New York,Buffalo,14210,"$83,398.85 ",,,,,,
Ximenez Semple,Hispanic,Male,51,Safety Technician,New York,Rochester,14683,"$277,772.84 ",,,,,,
Chevalier MacInerney,White,Male,34,Marketing Assistant,New York,Albany,12242,"$78,285.98 ",,,,,,
Bonnibelle Colleran,Asian,Female,45,Paralegal,New York,New York City,10292,"$263,063.04 ",,,,,,
Roch Lochead,Black,Female,64,Director of Sales,New York,New York City,10105,"$69,489.46 ",,,,,,
Timofei Hillin,Hispanic,Male,30,Staff Scientist,New York,New York City,10045,"$228,730.75 ",,,,,,
Nedda Sertin,White,Female,70,Research Nurse,New York,Jamaica,11431,"$132,216.88 ",,,,,,
Kalinda Toppas,White,Female,55,Buget Analyst,New York,Jamaica,11470,"$214,201.22 ",,,,,,
Jacquie Lamblot,White,Female,60,Senior Financial Analyst,New York,Albany,12247,"$183,241.04 ",,,,,,
Stefan Rushforth,White,Male,68,Speech Pathologist,New York,New York City,10110,"$296,451.71 ",,,,,,
Lyndy Trowler,White,Female,54,Design Engineer,New York,Brooklyn,11220,"$146,291.75 ",,,,,,
Bogart Dwelley,Black,Male,42,Paralegal,New York,Brooklyn,11236,"$154,227.20 ",,,,,,
Korie Mapam,American Indian & Alaska Native,Female,40,Cost Accountant,New York,New York City,10292,"$207,860.08 ",,,,,,
Jory Kettlesting,Hispanic,Male,34,Web Designer,New York,Jamaica,11447,"$44,491.56 ",,,,,,
Talbot Berrey,Hispanic,Male,61,Research Assistant,New York,New York City,10125,"$40,106.88 ",,,,,,
Freeman Tracy,Hispanic,Male,70,Technical Writer,New York,Elmira,14905,"$119,854.55 ",,,,,,
Tony Durber,Hispanic,Male,43,Accountant,New York,New York City,10019,"$253,092.99 ",,,,,,
Sanson Gremane,Black,Male,59,Assistant Media Planner,New York,Albany,12222,"$75,284.95 ",,,,,,
Rozanna Grzesiak,White,Female,32,Health Coach,New York,New York City,10170,"$210,843.74 ",,,,,,
Franzen Watkins,Hispanic,Male,18,Assistant Manager,New York,Rochester,14652,"$34,635.32 ",,,,,,
Bengt Shackleton,White,Male,34,Software Consultant,New York,Elmira,14905,"$285,047.58 ",,,,,,
Ravi Turmel,White,Male,33,Cost Accountant,New York,Brooklyn,11236,"$292,499.87 ",,,,,,
Alec Irvin,Black,Male,49,Geologist,New York,Bronx,10474,"$123,971.21 ",,,,,,
Ianthe Tolland,Hispanic,Female,57,Health Coach,New York,New York City,10079,"$264,798.49 ",,,,,,
Johanna Moorhouse,White,Female,51,Accountant,New York,Rochester,14619,"$150,471.86 ",,,,,,
Ber Millar,White,Male,66,Executive Secretary,New York,Hicksville,11854,"$84,556.18 ",,,,,,
Klara Mazzei,Hispanic,Female,45,Human Resources,New York,New York City,10009,"$65,775.18 ",,,,,,
Suki Lydall,White,Female,38,Marketing Assistant,New York,Jamaica,11470,"$224,541.19 ",,,,,,
Niall Ysson,Hispanic,Male,65,Occupational Therapist,New York,New York City,10045,"$140,110.87 ",,,,,,
Malachi Wozencroft,Hispanic,Male,56,Research Assistant,New York,Brooklyn,11205,"$205,155.05 ",,,,,,
Michele Cerman,Asian,Female,39,Office Assistant,New York,Yonkers,10705,"$27,767.08 ",,,,,,
Ricoriki Drysdale,Hispanic,Male,44,Occupational Therapist,New York,New York City,10115,"$97,827.86 ",,,,,,
Allie Birkmyr,White,Female,62,Web Designer,New York,Syracuse,13224,"$260,204.48 ",,,,,,
Darryl Combes,Asian,Male,66,Design Engineer,New York,Jamaica,11447,"$79,788.07 ",,,,,,
Raf Cannop,Black,Female,57,Administrative Officer,New York,New York City,10024,"$245,246.33 ",,,,,,
Jodee Ashworth,Hispanic,Female,36,Design Engineer,New York,New York City,10184,"$65,507.67 ",,,,,,
Foster Lowton,Hispanic,Male,41,Teacher,New York,New York City,10165,"$43,226.97 ",,,,,,
Lanette Barneveld,White,Female,63,Database Administrator,New York,Buffalo,14269,"$291,607.62 ",,,,,,
Ira Enriques,White,Female,35,General Manager,New York,New York City,10115,"$82,195.73 ",,,,,,
Carolus Bilham,White,Male,21,Human Resources,New York,New York City,10029,"$92,484.05 ",,,,,,
Giuseppe Totterdill,Hispanic,Male,18,VP Accounting,New York,New York City,10045,"$223,739.27 ",,,,,,
Brier Steart,Hispanic,Female,29,Design Engineer,New York,Brooklyn,11215,"$278,040.72 ",,,,,,
Elke Duckering,White,Female,30,Administrative Officer,New York,Syracuse,13217,"$238,927.28 ",,,,,,
Janek MacGinney,Hispanic,Male,65,Data Coordiator,New York,Albany,12205,"$283,905.57 ",,,,,,
Erinna Barley,Black,Female,36,Design Engineer,New York,Brooklyn,11247,"$120,076.87 ",,,,,,
Marielle Dockwra,Asian,Female,54,Cost Accountant,New York,Brooklyn,11220,"$208,304.81 ",,,,,,
Alys Hay,Hispanic,Female,30,Graphic Designer,New York,Jamaica,11447,"$31,590.57 ",,,,,,
Theodore Grandisson,White,Male,47,Account Executive,New York,New Hyde Park,11044,"$47,512.29 ",,,,,,
Bartram Gonsalo,Hispanic,Male,32,Senior Editor,New York,Brooklyn,11215,"$163,901.46 ",,,,,,
Shanie Marthen,White,Female,47,Research Assistant,New York,Albany,12227,"$230,681.10 ",,,,,,
Rolph Chipman,White,Male,61,Web Designer,New York,Schenectady,12305,"$247,451.00 ",,,,,,
Aliza Pickover,White,Female,39,Occupational Therapist,New York,New York City,10029,"$99,928.91 ",,,,,,
Bradly Whittlesea,White,Male,21,Administrative Officer,New York,Brooklyn,11247,"$158,410.59 ",,,,,,
Claudie Leverington,Asian,Female,19,Technical Writer,New York,New Hyde Park,11044,"$48,243.90 ",,,,,,
Rowen Saltman,White,Male,64,Assistant Manager,New York,Buffalo,14210,"$276,542.16 ",,,,,,
Peta Bisacre,White,Female,37,Staff Scientist,New York,Schenectady,12325,"$250,457.82 ",,,,,,
Anetta Lambot,Hispanic,Female,22,Statistician,New York,New York City,10160,"$160,621.84 ",,,,,,
Hadley Learoyd,White,Male,26,Sales Associate,New York,Syracuse,13224,"$83,235.06 ",,,,,,
Bess Tribe,White,Female,66,Registered Nurse,New York,New York City,10125,"$117,178.69 ",,,,,,
Willis Jirick,White,Male,45,Media Manager,New York,Albany,12227,"$117,003.81 ",,,,,,
Delores Grimmett,Hispanic,Female,20,Actuary,New York,New York City,10131,"$175,051.47 ",,,,,,
Madlen Loadwick,White,Female,47,Executive Secretary,New York,Buffalo,14269,"$48,152.71 ",,,,,,
Gothart Keneforde,White,Male,57,Senior Developer,New York,Flushing,11355,"$125,643.38 ",,,,,,
Nickolaus Echalier,Hispanic,Male,20,Editor,New York,New York City,10079,"$201,671.49 ",,,,,,
Ernest Palmby,White,Male,42,Assistant Manager,New York,Albany,12232,"$125,575.60 ",,,,,,
Eula Skones,White,Female,22,Editor,New York,Buffalo,14205,"$54,261.53 ",,,,,,
Tobias Faltin,White,Male,28,VP Quality Control,New York,New York City,10079,"$140,568.76 ",,,,,,
Agustin Slavin,White,Male,69,Community Outreach Specialist,New York,New York City,10292,"$194,399.94 ",,,,,,
Mareah Virgo,Black,Female,42,VP Accounting,New York,Brooklyn,11210,"$185,427.49 ",,,,,,
Tildi Ebourne,White,Female,69,Junior Executive,New York,Buffalo,14220,"$256,119.84 ",,,,,,
Xaviera Berrecloth,White,Female,23,VP Product Management,New York,New York City,10029,"$31,787.68 ",,,,,,
Aloisia Strode,White,Female,45,Data Analyst,New York,Utica,13505,"$286,146.59 ",,,,,,
Art Darte,White,Male,67,Research Nurse,New York,New York City,10125,"$224,047.14 ",,,,,,
Kimmie O'Loughlin,Asian,Female,51,Legal Assistant,New York,New York City,10155,"$202,366.82 ",,,,,,
Rube Dossett,White,Male,44,Office Assistant,New York,Buffalo,14220,"$142,381.32 ",,,,,,
Anitra Ben-Aharon,White,Female,31,Media Manager,New York,Bronx,10464,"$135,963.85 ",,,,,,
Christian Purdy,Black,Male,37,Internal Auditor,New York,Rochester,14614,"$109,036.44 ",,,,,,
Katalin Treversh,Black,Female,59,Data Analyst,New York,New York City,10029,"$138,270.78 ",,,,,,
Gardener Wyvill,Other,Male,55,Senior Cost Accountant,New York,Brooklyn,11241,"$169,201.41 ",,,,,,
Harwell Rotge,Hispanic,Male,70,Statistician,New York,Jamaica,11431,"$187,112.30 ",,,,,,
