full_name,race,gender,age,job_title,state,city,zip_code,salary
Norah Jesse,Hispanic,Female,22,Design Engineer,New York,Brooklyn,11241,20918.67
Arlena Etches,Asian,Female,56,Marketing Assistant,New York,New York City,10014,21598.37
Harriett Dancy,White,Female,39,Environmental Specialist,New York,Jamaica,11470,22878.34
Sissy Hugonin,Black,Female,24,Design Engineer,New York,New York City,10039,21793.77
Georgianne Strewthers,Asian,Female,49,Research Nurse,New York,Buffalo,14276,17139.23
Fae Grene,Hispanic,Female,42,Design Engineer,New York,New York City,10045,20905.84
Shem Blamires,Hispanic,Male,49,Automation Specialist,New York,Bronx,10454,22293.65
Rem Labdon,White,Male,32,Data Coordiator,New York,Bronx,10454,20953.04
Evaleen Hallstone,White,Female,44,Senior Cost Accountant,New York,Utica,13505,23826.25
Flori Caswill,White,Female,54,Cost Accountant,New York,White Plains,10633,21880.32
Marcellina Pavlenko,White,Female,48,Research Assistant,New York,Albany,12222,15733
Gunilla Van Dalen,White,Female,62,Design Engineer,New York,Rochester,14609,24859.13
Preston Gheraldi,Black,Male,57,Financial Analyst,New York,Jamaica,11499,15381.95
Perice Towne,White,Male,25,Desktop Support Technician,New York,Buffalo,14220,20489.16
Bealle Deeny,White,Male,39,Research Assistant,New York,New York City,10060,16164.81
Jon Henrie,White,Male,47,Community Outreach Specialist,New York,Mount Vernon,10557,16692.43
Hazel Scolland,White,Female,53,Internal Auditor,New York,Buffalo,14233,18257.45
Rafe Chaffin,White,Male,51,Teacher,New York,New York City,10039,17323.09
Ryon Edgcumbe,White,Male,63,Design Engineer,New York,New York City,10203,19863.74
Conni MacAughtrie,Asian,Female,42,Compensation Analyst,New York,Rochester,14639,22629.52
Errick Beetlestone,Hispanic,Male,29,Software Consultant,New York,New York City,10175,22139.51
West Cocklie,Hispanic,Male,39,Senior Cost Accountant,New York,Albany,12205,21228.54
Ahmad Sima,Hispanic,Male,67,Data Coordiator,New York,New York City,10184,17236.02
Torey Colegate,White,Male,35,Professor,New York,Bronx,10469,24254.46
Elke Hammerstone,Asian,Female,53,Librarian,New York,Rochester,14604,18347.31
Irene Toyer,White,Female,49,Data Analyst,New York,Albany,12205,22201.01
Any Cornick,White,Male,31,Automation Specialist,New York,Schenectady,12305,21569.06
Maiga Tettley,White,Female,50,Senior Sales Associate,New York,Albany,12262,22278.19
Eduard Eddison,White,Male,60,Automation Specialist,New York,White Plains,10606,20223.01
Dwight Loughead,Black,Male,28,Sales Representative,New York,New York City,10131,17020.4
Dollie Moxstead,Black,Female,46,Associate Professor,New York,Rochester,14604,17485.74
Byrann Manion,Hispanic,Male,51,Design Engineer,New York,Buffalo,14220,15408.57
Tadeo Fasse,Hispanic,Male,22,Pharmacist,New York,Port Washington,11054,19602.32
Bibi Jeduch,White,Female,22,Environmental Specialist,New York,Buffalo,14263,16160
Rene Megainey,White,Male,53,Research Associate,New York,Albany,12255,15990.05
De witt Grix,White,Male,58,Research Associate,New York,Albany,12222,21406.8
Ezequiel Date,White,Male,20,Executive Secretary,New York,Jamaica,11447,23730.86
Guilbert Iannelli,White,Male,42,Administrative Officer,New York,Jamaica,11480,23728.22
Faye Tinn,White,Female,25,Staff Scientist,New York,Staten Island,10310,23606.38
Shoshana Goundsy,White,Female,32,Data Coordiator,New York,Albany,12232,16158.66
Germain Prandoni,White,Male,48,Executive Assistant,New York,Rochester,14609,23788
Fionna Langlais,White,Female,34,Design Engineer,New York,New York City,10045,23124.84
Toby Fransman,American Indian & Alaska Native,Female,64,VP Product Management,New York,Great Neck,11024,15280.59
Allison Milne,Black,Female,42,Data Analyst,New York,Syracuse,13205,17622.05
Gertrudis Tomkin,White,Female,34,Safety Technician,New York,Jamaica,11436,17941.12
Rhys Muggeridge,White,Male,36,Information Systems Manager,New York,Jamaica,11407,23465.87
Tami Aynold,White,Female,62,Desktop Support Technician,New York,New York City,10110,21305.72
Robbi Reah,White,Female,42,Quality Control Specialist,New York,New York City,10125,20131.43
Barron Barense,White,Male,65,Research Associate,New York,Bronx,10469,23263.6
Keith Ingleson,White,Male,67,Recruiting Manager,New York,Albany,12210,20178.54
Aurilia Cudihy,White,Female,40,Compensation Analyst,New York,Syracuse,13224,16117.93
Coreen Renac,Hispanic,Female,46,Help Desk Technician,New York,Buffalo,14215,21744.7
Patrice Rowledge,White,Female,24,Cost Accountant,New York,Bronx,10454,21869.02
El Dabel,White,Male,50,Registered Nurse,New York,Flushing,11388,19215.72
Rutter Kimbrey,White,Male,60,Senior Cost Accountant,New York,Buffalo,14210,17472.24
Ximenez Semple,Hispanic,Male,51,Safety Technician,New York,Rochester,14683,22336.01
Chevalier MacInerney,White,Male,34,Marketing Assistant,New York,Albany,12242,19157.96
Bonnibelle Colleran,Asian,Female,45,Paralegal,New York,New York City,10292,18155.9
Roch Lochead,Black,Female,64,Director of Sales,New York,New York City,10105,22214.76
Timofei Hillin,Hispanic,Male,30,Staff Scientist,New York,New York City,10045,21656.19
Nedda Sertin,White,Female,70,Research Nurse,New York,Jamaica,11431,15979.44
Kalinda Toppas,White,Female,55,Buget Analyst,New York,Jamaica,11470,24563.83
Jacquie Lamblot,White,Female,60,Senior Financial Analyst,New York,Albany,12247,16370.47
Stefan Rushforth,White,Male,68,Speech Pathologist,New York,New York City,10110,23302.18
Lyndy Trowler,White,Female,54,Design Engineer,New York,Brooklyn,11220,24667.12
Bogart Dwelley,Black,Male,42,Paralegal,New York,Brooklyn,11236,20044.11
Korie Mapam,American Indian & Alaska Native,Female,40,Cost Accountant,New York,New York City,10292,20615.11
Jory Kettlesting,Hispanic,Male,34,Web Designer,New York,Jamaica,11447,19259.87
Talbot Berrey,Hispanic,Male,61,Research Assistant,New York,New York City,10125,24701.69
Freeman Tracy,Hispanic,Male,70,Technical Writer,New York,Elmira,14905,22282.32
Tony Durber,Hispanic,Male,43,Accountant,New York,New York City,10019,17188.9
Sanson Gremane,Black,Male,59,Assistant Media Planner,New York,Albany,12222,24285.96
Rozanna Grzesiak,White,Female,32,Health Coach,New York,New York City,10170,16251.57
Franzen Watkins,Hispanic,Male,18,Assistant Manager,New York,Rochester,14652,24496.48
Bengt Shackleton,White,Male,34,Software Consultant,New York,Elmira,14905,21110.36
Ravi Turmel,White,Male,33,Cost Accountant,New York,Brooklyn,11236,23372.42
Alec Irvin,Black,Male,49,Geologist,New York,Bronx,10474,19552.37
Ianthe Tolland,Hispanic,Female,57,Health Coach,New York,New York City,10079,20953.56
Johanna Moorhouse,White,Female,51,Accountant,New York,Rochester,14619,23668.73
Ber Millar,White,Male,66,Executive Secretary,New York,Hicksville,11854,17481.24
Klara Mazzei,Hispanic,Female,45,Human Resources,New York,New York City,10009,15268.78
Suki Lydall,White,Female,38,Marketing Assistant,New York,Jamaica,11470,24708.88
Niall Ysson,Hispanic,Male,65,Occupational Therapist,New York,New York City,10045,22897.96
Malachi Wozencroft,Hispanic,Male,56,Research Assistant,New York,Brooklyn,11205,21600.65
Michele Cerman,Asian,Female,39,Office Assistant,New York,Yonkers,10705,20963.91
Ricoriki Drysdale,Hispanic,Male,44,Occupational Therapist,New York,New York City,10115,21541.42
Allie Birkmyr,White,Female,62,Web Designer,New York,Syracuse,13224,17138.58
Darryl Combes,Asian,Male,66,Design Engineer,New York,Jamaica,11447,16548.79
Raf Cannop,Black,Female,57,Administrative Officer,New York,New York City,10024,15939.68
Jodee Ashworth,Hispanic,Female,36,Design Engineer,New York,New York City,10184,16656.59
Foster Lowton,Hispanic,Male,41,Teacher,New York,New York City,10165,18230.18
Lanette Barneveld,White,Female,63,Database Administrator,New York,Buffalo,14269,21095.28
Ira Enriques,White,Female,35,General Manager,New York,New York City,10115,21137.93
Carolus Bilham,White,Male,21,Human Resources,New York,New York City,10029,23825.45
Giuseppe Totterdill,Hispanic,Male,18,VP Accounting,New York,New York City,10045,22783.3
Brier Steart,Hispanic,Female,29,Design Engineer,New York,Brooklyn,11215,21891.05
Elke Duckering,White,Female,30,Administrative Officer,New York,Syracuse,13217,20918.67
Janek MacGinney,Hispanic,Male,65,Data Coordiator,New York,Albany,12205,21598.37
Erinna Barley,Black,Female,36,Design Engineer,New York,Brooklyn,11247,22878.34
Marielle Dockwra,Asian,Female,54,Cost Accountant,New York,Brooklyn,11220,21793.77
Alys Hay,Hispanic,Female,30,Graphic Designer,New York,Jamaica,11447,17139.23
Theodore Grandisson,White,Male,47,Account Executive,New York,New Hyde Park,11044,20905.84
Bartram Gonsalo,Hispanic,Male,32,Senior Editor,New York,Brooklyn,11215,22293.65
Shanie Marthen,White,Female,47,Research Assistant,New York,Albany,12227,20953.04
Rolph Chipman,White,Male,61,Web Designer,New York,Schenectady,12305,23826.25
Aliza Pickover,White,Female,39,Occupational Therapist,New York,New York City,10029,21880.32
Bradly Whittlesea,White,Male,21,Administrative Officer,New York,Brooklyn,11247,15733
Claudie Leverington,Asian,Female,19,Technical Writer,New York,New Hyde Park,11044,24859.13
Rowen Saltman,White,Male,64,Assistant Manager,New York,Buffalo,14210,15381.95
Peta Bisacre,White,Female,37,Staff Scientist,New York,Schenectady,12325,20489.16
Anetta Lambot,Hispanic,Female,22,Statistician,New York,New York City,10160,16164.81
Hadley Learoyd,White,Male,26,Sales Associate,New York,Syracuse,13224,16692.43
Bess Tribe,White,Female,66,Registered Nurse,New York,New York City,10125,18257.45
Willis Jirick,White,Male,45,Media Manager,New York,Albany,12227,17323.09
Delores Grimmett,Hispanic,Female,20,Actuary,New York,New York City,10131,19863.74
Madlen Loadwick,White,Female,47,Executive Secretary,New York,Buffalo,14269,22629.52
Gothart Keneforde,White,Male,57,Senior Developer,New York,Flushing,11355,22139.51
Nickolaus Echalier,Hispanic,Male,20,Editor,New York,New York City,10079,21228.54
Ernest Palmby,White,Male,42,Assistant Manager,New York,Albany,12232,17236.02
Eula Skones,White,Female,22,Editor,New York,Buffalo,14205,24254.46
Tobias Faltin,White,Male,28,VP Quality Control,New York,New York City,10079,18347.31
Agustin Slavin,White,Male,69,Community Outreach Specialist,New York,New York City,10292,22201.01
Mareah Virgo,Black,Female,42,VP Accounting,New York,Brooklyn,11210,21569.06
Tildi Ebourne,White,Female,69,Junior Executive,New York,Buffalo,14220,22278.19
Xaviera Berrecloth,White,Female,23,VP Product Management,New York,New York City,10029,20223.01
Aloisia Strode,White,Female,45,Data Analyst,New York,Utica,13505,17020.4
Art Darte,White,Male,67,Research Nurse,New York,New York City,10125,17485.74
Kimmie O'Loughlin,Asian,Female,51,Legal Assistant,New York,New York City,10155,15408.57
Rube Dossett,White,Male,44,Office Assistant,New York,Buffalo,14220,19602.32
Anitra Ben-Aharon,White,Female,31,Media Manager,New York,Bronx,10464,16160
Christian Purdy,Black,Male,37,Internal Auditor,New York,Rochester,14614,15990.05
Katalin Treversh,Black,Female,59,Data Analyst,New York,New York City,10029,21406.8
Gardener Wyvill,Other,Male,55,Senior Cost Accountant,New York,Brooklyn,11241,23730.86
Harwell Rotge,Hispanic,Male,70,Statistician,New York,Jamaica,11431,23728.22
Haven Brognot,White,Male,41,Graphic Designer,New York,New York City,10270,23606.38
Fleming Le Conte,White,Male,19,Electrical Engineer,New York,New York City,10120,16158.66
Dicky Swyne,Black,Male,50,Librarian,New York,New York City,10131,23788
Valera Morrow,Hispanic,Female,59,Food Chemist,New York,Rochester,14619,23124.84
Cyrus Hardstaff,Hispanic,Male,38,Occupational Therapist,New York,Brooklyn,11210,15280.59
Jethro Sone,White,Male,44,Electrical Engineer,New York,New York City,10004,17622.05
Sol Annatt,White,Male,64,Web Designer,New York,Buffalo,14276,17941.12
Amye Ledrun,Hispanic,Female,69,Staff Scientist,New York,New York City,10131,23465.87
Abbe Jeacocke,White,Male,50,Physical Therapy Assistant,New York,Buffalo,14220,21305.72
Chan Springtorpe,Black,Male,38,Professor,New York,Rochester,14619,20131.43
Sarena Reuter,Hispanic,Female,30,Pharmacist,New York,New York City,10160,23263.6
Valerye Camoys,White,Female,47,Community Outreach Specialist,New York,Buffalo,14225,20178.54
Ruth McCartney,White,Female,54,Information Systems Manager,New York,White Plains,10606,16117.93
Cobb Upex,Black,Male,27,Statistician,New York,New York City,10110,21744.7
Oren Balderston,Hispanic,Male,48,Media Manager,New York,Bronx,10454,21869.02
Dalston Thaim,White,Male,55,Data Analyst,New York,New York City,10115,19215.72
Herschel Van Leeuwen,Black,Male,22,Senior Developer,New York,New York City,10034,17472.24
Josiah Allicock,Hispanic,Male,52,Administrative Officer,New York,New Hyde Park,11044,22336.01
Winni Cawood,White,Female,68,Librarian,New York,Mount Vernon,10557,19157.96
Dolores Carleman,White,Female,63,Speech Pathologist,New York,New York City,10150,18155.9
Mavra Midgley,White,Female,39,Electrical Engineer,New York,Albany,12242,22214.76
Dexter Marioneau,Hispanic,Male,23,Office Assistant,New York,Hicksville,11854,21656.19
Lavinie Jenton,Hispanic,Female,29,Automation Specialist,New York,New York City,10014,15979.44
Webster Comi,White,Male,22,Business Systems Development Analyst,New York,New York City,10004,24563.83
Job Aynold,White,Male,41,Research Associate,New York,Buffalo,14210,16370.47
Araldo Beecroft,Hispanic,Male,45,Data Analyst,New York,Brooklyn,11247,23302.18
Phil Ciccerale,Hispanic,Male,57,Electrical Engineer,New York,New York City,10110,24667.12
Noellyn Fookes,Hispanic,Female,22,VP Quality Control,New York,New York City,10184,20044.11
Grace Welfare,White,Male,48,Executive Assistant,New York,New York City,10170,20615.11
Alidia Cromett,Hispanic,Female,28,Human Resources,New York,Buffalo,14269,19259.87
Blondie Feather,White,Female,65,Biostatistician,New York,Utica,13505,24701.69
Lanette Johnston,Hispanic,Female,28,Actuary,New York,Utica,13505,22282.32
Phebe Roddie,White,Female,51,Automation Specialist,New York,Buffalo,14210,17188.9
Trix Lipsett,White,Female,55,Speech Pathologist,New York,Rochester,14619,24285.96
Ashbey Queen,Black,Male,21,Junior Executive,New York,New York City,10110,16251.57
Hogan Grocutt,Black,Male,65,Buget Analyst,New York,Albany,12262,24496.48
Cindi Burn,Asian,Female,27,Legal Assistant,New York,Brooklyn,11247,21110.36
Christalle Inskipp,Black,Female,47,Teacher,New York,Brooklyn,11231,23372.42
Hayyim Friar,White,Male,21,Marketing Manager,New York,Jamaica,11407,19552.37
Chandra Lydiard,Hispanic,Female,30,Electrical Engineer,New York,Albany,12242,20953.56
Tandy Izkovicz,White,Female,28,Professor,New York,New York City,10029,23668.73
Nikolai Lucock,Black,Male,18,Accountant,New York,New York City,10090,17481.24
Emmy Perfili,White,Female,32,Electrical Engineer,New York,Mount Vernon,10557,15268.78
Inge Heald,White,Female,50,Safety Technician,New York,Albany,12222,24708.88
Norton Medcalf,White,Male,43,Internal Auditor,New York,New York City,10079,22897.96
Elonore Cruden,Hispanic,Female,53,Sales Associate,New York,New York City,10203,21600.65
Johnnie Dodamead,White,Male,29,Electrical Engineer,New York,Rochester,14614,20963.91
Claudius Tummons,White,Male,52,Desktop Support Technician,New York,Utica,13505,21541.42
Doll Wyant,White,Female,44,Dental Hygienist,New York,Jamaica,11499,17138.58
Baxy Melendez,White,Male,21,Recruiter,New York,New York City,10110,16548.79
Tod Iacabucci,White,Male,19,Senior Editor,New York,Schenectady,12305,15939.68
Alisander Shortell,Hispanic,Male,33,Compensation Analyst,New York,New York City,10292,16656.59
Jim Hamson,White,Male,33,Electrical Engineer,New York,New York City,10175,18230.18
Marven Langeley,Hispanic,Male,50,Assistant Manager,New York,Albany,12237,21095.28
Bibi Beadel,White,Female,36,Operator,New York,New York City,10099,21137.93
Catharine Pierucci,Hispanic,Female,61,Internal Auditor,New York,Staten Island,10310,23825.45
Pennie Lansly,White,Male,19,GIS Technical Architect,New York,Buffalo,14225,22783.3
Irita Bertson,White,Female,69,Research Associate,New York,Buffalo,14225,21891.05
Chloe Stapels,White,Female,27,General Manager,New York,New York City,10079,20918.67
Tris Simonot,White,Male,34,Graphic Designer,New York,Brooklyn,11247,21598.37
Husein Reubel,White,Male,32,Teacher,New York,New York City,10131,22878.34
Sven Lozano,White,Male,52,Senior Cost Accountant,New York,Rochester,14646,21793.77
Christophorus Burnapp,Hispanic,Male,50,Recruiter,New York,Brooklyn,11247,17139.23
Wally D'Alesio,White,Male,49,Account Executive,New York,Bronx,10454,20905.84
Jessica Calterone,Black,Female,25,Social Worker,New York,Brooklyn,11241,22293.65
Glennis Espie,Hispanic,Female,53,Sales Representative,New York,Albany,12237,20953.04
Celle Roggieri,White,Female,42,Web Designer,New York,Syracuse,13251,23826.25
